name,cost,champName,skinType,skinLine,date
"Dark Cosmic Jhin",1820,jhin,Legendary,"dark-cosmic","June 13, 2019"
"Little Demon Tristana",1350,tristana,,"little-demon","May 30, 2019"
"Battle Academia Ezreal",1820,ezreal,Legendary,"battle-academia","May 15, 2019"
"Battle Academia Lux",1350,lux,,"battle-academia","May 15, 2019"
"Battle Academia Lux Prestige Edition",,lux,Limited Edition,"battle-academia-prestige-edition","May 15, 2019"
"Battle Academia Jayce",1350,jayce,,"battle-academia","May 15, 2019"
"Battle Academia Katarina",1350,katarina,,"battle-academia","May 15, 2019"
"Battle Professor Graves",1350,graves,,"battle-professor","May 15, 2019"
"Battle Principal Yuumi",1350,yuumi,,"battle-principal","May 14, 2019"
"Conqueror Alistar",975,alistar,Special Events,"conqueror","April 30, 2019"
"iG Camille",1350,camille,Special Events,"ig","April 23, 2019"
"iG Fiora",1350,fiora,Special Events,"ig","April 23, 2019"
"iG Irelia",1350,irelia,Special Events,"ig","April 23, 2019"
"iG Kai'Sa",1350,kaisa,Special Events,"ig","April 23, 2019"
"iG LeBlanc",1350,leblanc,Special Events,"ig","April 23, 2019"
"iG Rakan",1350,rakan,Special Events,"ig","April 23, 2019"
"Galaxy Slayer Zed",1820,zed,Legendary,"galaxy-slayer","April 18, 2019"
"K/DA Evelynn Prestige Edition",,evelynn,Limited Edition,"k-da-prestige-edition","April 18, 2019"
"Corgi Corki",1350,corki,,"corgi","March 27, 2019"
"Fuzz Fizz",1350,fizz,,"fuzz","March 27, 2019"
"Fuzz Fizz Prestige Edition",,fizz,Limited Edition,"fuzz-prestige-edition","March 27, 2019"
"Meowrick",1350,yorick,,"meowrick","March 27, 2019"
"Pretty Kitty Rengar",1350,rengar,,"pretty-kitty","March 27, 2019"
"K/DA Ahri Prestige Edition",,ahri,Limited Edition,"k-da-prestige-edition","March 7, 2019"
"Arclight Brand",1350,brand,,"arclight","March 7, 2019"
"Papercraft Anivia",1350,anivia,,"papercraft","February 21, 2019"
"Papercraft Nunu & Willump",1350,nunu-amp-willump,,"papercraft","February 21, 2019"
"Heartpiercer Fiora",1350,fiora,,"heartpiercer","February 11, 2019"
"Heartbreaker Vi",1350,vi,,"heartbreaker","February 11, 2019"
"Coin Emperor Tahm Kench",1350,tahm-kench,,"coin-emperor","January 28, 2019"
"Firecracker Sejuani",1350,sejuani,,"firecracker","January 28, 2019"
"Firecracker Vayne",1350,vayne,,"firecracker","January 28, 2019"
"Firecracker Vayne Prestige Edition",,vayne,Limited Edition,"firecracker-prestige-edition","January 28, 2019"
"Lunar Wraith Sylas",1350,sylas,,"lunar-wraith","January 25, 2019"
"Blood Moon Aatrox",1350,aatrox,,"blood-moon","January 10, 2019"
"Blood Moon Pyke",1350,pyke,,"blood-moon","January 10, 2019"
"Blood Moon Sivir",1350,sivir,,"blood-moon","January 10, 2019"
"Hextech Renekton",,renekton,Hextech Crafting,"hextech","December 20, 2018"
"Ice King Twitch",1350,twitch,,"ice-king","December 6, 2018"
"Frozen Prince Mundo",1350,dr-mundo,,"frozen-prince-mundo","December 6, 2018"
"Winter Wonder Soraka",1350,soraka,,"winter-wonder","December 6, 2018"
"Snow Man Yi",1350,master-yi,,"snow-man-yi","December 6, 2018"
"K/DA Akali Prestige Edition",,akali,Limited Edition,"k-da-prestige-edition","December 6, 2018"
"Winter Wonder Neeko",1350,neeko,,"winter-wonder","December 5, 2018"
"Solar Eclipse Leona",1820,leona,Legendary,"solar-eclipse","November 27, 2018"
"Lunar Eclipse Leona",1820,leona,Legendary,"lunar-eclipse","November 27, 2018"
"Coven Camille",1350,camille,,"coven","November 27, 2018"
"Coven Lissandra",1350,lissandra,,"coven","November 27, 2018"
"Pajama Guardian Soraka",1350,soraka,,"pajama-guardian","November 21, 2018"
"Pajama Guardian Miss Fortune",1350,miss-fortune,,"pajama-guardian","November 21, 2018"
"Pajama Guardian Ezreal",1350,ezreal,,"pajama-guardian","November 21, 2018"
"Pajama Guardian Lulu",1350,lulu,,"pajama-guardian","November 21, 2018"
"Pajama Guardian Lux",1350,lux,,"pajama-guardian","November 21, 2018"
"Program Nami",1350,nami,,"program","November 15, 2018"
"Program LeBlanc",1350,leblanc,,"program","November 15, 2018"
"Praetorian Fiddlesticks",1350,fiddlesticks,,"praetorian","November 8, 2018"
"Praetorian Graves",1350,graves,,"praetorian","November 8, 2018"
"K/DA Ahri",1350,ahri,,"k-da","November 3, 2018"
"K/DA Akali",1350,akali,,"k-da","November 3, 2018"
"K/DA Kai'Sa",1350,kaisa,,"k-da","November 3, 2018"
"K/DA Evelynn",1350,evelynn,,"k-da","November 3, 2018"
"K/DA Kai'Sa Prestige Edition",,kaisa,Limited Edition,"k-da-prestige-edition","November 3, 2018"
"Bewitching Janna",1350,janna,Special Events,"bewitching","October 25, 2018"
"Count Kledula",1350,kled,Special Events,"count-ula","October 25, 2018"
"Trick or Treat Ekko",1350,ekko,Special Events,"trick-or-treat","October 25, 2018"
"Hextech Malzahar",,malzahar,Hextech Crafting,"hextech","October 18, 2018"
"Infernal Amumu",1350,amumu,,"infernal","October 16, 2018"
"Dragon Trainer Heimerdinger",1820,heimerdinger,Legendary,"dragon-trainer","October 11, 2018"
"Championship Kha'Zix",1350,khazix,Special Events,"championship","September 27, 2018"
"Odyssey Jinx",1350,jinx,,"odyssey","September 12, 2018"
"Odyssey Kayn",1820,kayn,Legendary,"odyssey","September 12, 2018"
"Odyssey Malphite",1350,malphite,,"odyssey","September 12, 2018"
"Odyssey Sona",1350,sona,,"odyssey","September 12, 2018"
"Odyssey Yasuo",1350,yasuo,,"odyssey","September 12, 2018"
"Odyssey Ziggs",1350,ziggs,Legacy,"odyssey","September 12, 2018"
"Divine Sword Irelia",1350,irelia,,"divine-sword","September 4, 2018"
"Enduring Sword Talon",1350,talon,,"enduring-sword","September 4, 2018"
"High Noon Lucian",1820,lucian,Legendary,"high-noon","August 30, 2018"
"High Noon Thresh",1350,thresh,,"high-noon","August 30, 2018"
"High Noon Urgot",1350,urgot,,"high-noon","August 30, 2018"
"Crime City Braum",1350,braum,,"crime-city","August 23, 2018"
"Cosmic Queen Ashe",1350,ashe,,"cosmic-queen","August 21, 2018"
"Cosmic Enchantress Lulu",1350,lulu,,"cosmic-enchantress","August 21, 2018"
"Cosmic Defender Xin Zhao",1350,xin-zhao,,"cosmic-defender","August 21, 2018"
"Mecha Aurelion Sol",1350,aurelion-sol,,"mecha","August 16, 2018"
"Pool Party Caitlyn",1350,caitlyn,,"pool-party","August 2, 2018"
"Pool Party Gangplank",1350,gangplank,,"pool-party","August 2, 2018"
"Pool Party Zoe",1350,zoe,,"pool-party","August 2, 2018"
"Hextech Poppy",,poppy,Hextech Crafting,"hextech","July 23, 2018"
"SSG Ezreal",1350,ezreal,Special Events,"ssg","July 20, 2018"
"SSG Gnar",1350,gnar,Special Events,"ssg","July 20, 2018"
"SSG Jarvan IV",1350,jarvan-iv,Special Events,"ssg","July 20, 2018"
"SSG Rakan",1350,rakan,Special Events,"ssg","July 20, 2018"
"SSG Taliyah",1350,taliyah,Special Events,"ssg","July 20, 2018"
"SSG Xayah",1350,xayah,Special Events,"ssg","July 20, 2018"
"Dark Star Cho'Gath",1350,chogath,,"dark-star","July 13, 2018"
"God-King Darius",1820,darius,Legendary,"god-king","June 27, 2018"
"God-King Garen",1820,garen,Legendary,"god-king","June 27, 2018"
"Playmaker Lee Sin",975,lee-sin,Legacy,"playmaker","June 22, 2018"
"Sweeper Rammus",975,rammus,Legacy,"sweeper","June 22, 2018"
"Dark Waters Diana",1350,diana,,"dark-waters","May 31, 2018"
"Dark Waters Vladimir",1350,vladimir,,"dark-waters","May 31, 2018"
"Sand Wraith Pyke",1350,pyke,,"sand-wraith","May 31, 2018"
"Pulsefire Riven",1350,riven,,"pulsefire","May 17, 2018"
"Pulsefire Shen",1350,shen,,"pulsefire","May 17, 2018"
"Pulsefire Twisted Fate",1350,twisted-fate,,"pulsefire","May 17, 2018"
"Blood Moon Evelynn",1350,evelynn,,"blood-moon","May 8, 2018"
"Beemo",1350,teemo,,"beemo","May 2, 2018"
"Conqueror Varus",975,varus,Special Events,"conqueror","April 25, 2018"
"Badlands Baron Rumble",1350,rumble,,"badlands-baron","April 12, 2018"
"Lancer Stratus Wukong",1350,wukong,,"lancer-stratus","April 5, 2018"
"Pizza Delivery Sivir",975,sivir,,"pizza-delivery","March 30, 2018"
"Birdio",975,galio,,"birdio","March 30, 2018"
"Hextech Alistar",,alistar,Hextech Crafting,"hextech","March 27, 2018"
"Gun Goddess Miss Fortune",2775,miss-fortune,Ultimate,"gun-goddess","March 22, 2018"
"Resistance Illaoi",1350,illaoi,,"resistance","March 15, 2018"
"Bullet Angel Kai'Sa",1350,kaisa,,"bullet-angel","March 7, 2018"
"Dark Star Jarvan IV",1350,jarvan-iv,,"dark-star","March 1, 2018"
"Dragon Master Swain",1350,swain,,"dragon-master","February 22, 2018"
"Sweetheart Xayah",1350,xayah,,"sweetheart","February 12, 2018"
"Sweetheart Rakan",1350,rakan,,"sweetheart","February 12, 2018"
"Lunar Guardian Warwick",1350,warwick,Special Events,"lunar-guardian","February 8, 2018"
"Lunar Guardian Nasus",1350,nasus,Special Events,"lunar-guardian","February 8, 2018"
"Lunar Empress Lux",1350,lux,Special Events,"lunar-empress","February 8, 2018"
"Arctic Ops Gragas",1350,gragas,,"arctic-ops","January 25, 2018"
"God Staff Jax",1350,jax,,"god-staff","January 11, 2018"
"Ambitious Elf Jinx",1350,jinx,Special Events,"ambitious-elf","December 12, 2017"
"Santa Draven",1350,draven,Special Events,"santa","December 12, 2017"
"Snow Fawn Poppy",1350,poppy,Special Events,"snow-fawn","December 12, 2017"
"Hextech Kog'Maw",,kogmaw,Hextech Crafting,"hextech","December 7, 2017"
"PROJECT: Jhin",1350,jhin,,"project","November 22, 2017"
"PROJECT: Vayne",1820,vayne,Legendary,"project","November 22, 2017"
"PROJECT: Vi",1350,vi,,"project","November 22, 2017"
"Cyber Pop Zoe",1350,zoe,,"cyber-pop","November 21, 2017"
"Victorious Graves",,graves,Special Events,"victorious","November 18, 2017"
"Lancer Rogue Blitzcrank",1350,blitzcrank,,"lancer-rogue","November 16, 2017"
"Lancer Paragon Blitzcrank",1350,blitzcrank,,"lancer-paragon","November 16, 2017"
"Mecha Rengar",1350,rengar,,"mecha","November 9, 2017"
"Death Sworn Katarina",1350,katarina,Special Events,"death-sworn","October 26, 2017"
"Death Sworn Viktor",1350,viktor,Special Events,"death-sworn","October 26, 2017"
"Death Sworn Zed",1350,zed,Special Events,"death-sworn","October 26, 2017"
"Super Galaxy Annie",1350,annie,,"super-galaxy","October 17, 2017"
"Super Galaxy Elise",1350,elise,,"super-galaxy","October 17, 2017"
"Super Galaxy Gnar",1350,gnar,,"super-galaxy","October 17, 2017"
"Super Galaxy Nidalee",1350,nidalee,,"super-galaxy","October 17, 2017"
"Beekeeper Singed",1350,singed,,"beekeeper","October 12, 2017"
"Soaring Sword Fiora",1350,fiora,,"soaring-sword","October 4, 2017"
"Sacred Sword Janna",1350,janna,,"sacred-sword","October 4, 2017"
"Eternal Sword Yi",1350,master-yi,,"eternal-sword-yi","October 4, 2017"
"Arclight Yorick",1350,yorick,,"arclight","October 4, 2017"
"Eternum Cassiopeia",1350,cassiopeia,,"eternum","September 21, 2017"
"Championship Ashe",1350,ashe,Special Events,"championship","September 12, 2017"
"Star Guardian Ahri",1820,ahri,Legendary,"star-guardian","September 7, 2017"
"Star Guardian Ezreal",1350,ezreal,,"star-guardian","September 7, 2017"
"Star Guardian Miss Fortune",1350,miss-fortune,,"star-guardian","September 7, 2017"
"Star Guardian Soraka",1350,soraka,,"star-guardian","September 7, 2017"
"Star Guardian Syndra",1350,syndra,,"star-guardian","September 7, 2017"
"Neo PAX Sivir",,sivir,Hextech Crafting,"neo-pax","August 31, 2017"
"Thunder Lord Ornn",1350,ornn,,"thunder-lord","August 23, 2017"
"Lancer Zero Hecarim",,hecarim,Hextech Crafting,"lancer-zero","August 17, 2017"
"Battle Boss Brand",1350,brand,,"battle-boss","August 9, 2017"
"Battle Boss Malzahar",1350,malzahar,,"battle-boss","August 9, 2017"
"Battle Boss Ziggs",1350,ziggs,,"battle-boss","August 9, 2017"
"Omega Squad Fizz",1350,fizz,,"omega-squad","July 27, 2017"
"Omega Squad Tristana",1350,tristana,,"omega-squad","July 27, 2017"
"Omega Squad Twitch",1350,twitch,,"omega-squad","July 27, 2017"
"Omega Squad Veigar",1350,veigar,,"omega-squad","July 27, 2017"
"Soulhunter Kayn",1350,kayn,,"soulhunter","July 12, 2017"
"SKT T1 Ekko",1350,ekko,Special Events,"skt-t1","July 5, 2017"
"SKT T1 Jhin",1350,jhin,Special Events,"skt-t1","July 5, 2017"
"SKT T1 Nami",1350,nami,Special Events,"skt-t1","July 5, 2017"
"SKT T1 Olaf",1350,olaf,Special Events,"skt-t1","July 5, 2017"
"SKT T1 Syndra",1350,syndra,Special Events,"skt-t1","July 5, 2017"
"SKT T1 Zac",1350,zac,Special Events,"skt-t1","July 5, 2017"
"Dawnbringer Riven",1820,riven,Legendary,"dawnbringer","June 15, 2017"
"Nightbringer Yasuo",1820,yasuo,Legendary,"nightbringer","June 15, 2017"
"Chemtech Tryndamere",975,tryndamere,,"chemtech","June 6, 2017"
"Pulsefire Caitlyn",1820,caitlyn,Legendary,"pulsefire","May 25, 2017"
"Cosmic Blade Master Yi",1350,master-yi,,"cosmic-blade","April 27, 2017"
"Conqueror Karma",975,karma,Special Events,"conqueror","April 24, 2017"
"Cosmic Dusk Xayah",1350,xayah,,"cosmic-dusk","April 19, 2017"
"Cosmic Dawn Rakan",1350,rakan,,"cosmic-dawn","April 19, 2017"
"Dreadnova Darius",,darius,Hextech Crafting,"dreadnova","April 13, 2017"
"God Fist Lee Sin",1820,lee-sin,Legendary,"god-fist","April 6, 2017"
"Dark Star Kha'Zix",1350,khazix,,"dark-star","April 5, 2017"
"Dark Star Orianna",1350,orianna,,"dark-star","April 5, 2017"
"Moo Cow Alistar",975,alistar,,"moo-cow","March 30, 2017"
"Super Kennen",750,kennen,,"super","March 30, 2017"
"Pug'Maw",975,kogmaw,,"pugmaw","March 30, 2017"
"Renektoy",750,renekton,,"renektoy","March 30, 2017"
"Dragonslayer Xin Zhao",1350,xin-zhao,,"dragonslayer","March 9, 2017"
"Dragon Sorceress Zyra",1350,zyra,,"dragon-sorceress","March 9, 2017"
"Festival Queen Anivia",975,anivia,,"festival-queen","February 23, 2017"
"Blood Moon Diana",1350,diana,,"blood-moon","February 9, 2017"
"Blood Moon Twisted Fate",1350,twisted-fate,,"blood-moon","February 9, 2017"
"Blood Moon Jhin",1350,jhin,,"blood-moon","February 9, 2017"
"Blood Moon Talon",1350,talon,,"blood-moon","February 9, 2017"
"Heartseeker Lucian",1350,lucian,,"heartseeker","January 24, 2017"
"Heartseeker Quinn",975,quinn,,"heartseeker","January 24, 2017"
"Warring Kingdoms Azir",1350,azir,Legacy,"warring-kingdoms","January 19, 2017"
"Warring Kingdoms Garen",1350,garen,Legacy,"warring-kingdoms","January 19, 2017"
"Warring Kingdoms Vi",1350,vi,Legacy,"warring-kingdoms","January 19, 2017"
"Dreadnova Gangplank",1350,gangplank,,"dreadnova","January 12, 2017"
"Santa Braum",1350,braum,Special Events,"santa","December 14, 2016"
"Snow Day Graves",1350,graves,Special Events,"snow-day","December 14, 2016"
"Winter Wonder Karma",1350,karma,Special Events,"winter-wonder","December 14, 2016"
"Program Camille",1350,camille,,"program","December 12, 2016"
"Elementalist Lux",3250,lux,Ultimate,"elementalist","November 28, 2016"
"Karthus Lightsbane",975,karthus,,"lightsbane","November 17, 2016"
"Jayce Brighthammer",750,jayce,,"brighthammer","November 17, 2016"
"Bard Bard",750,bard,,"","November 17, 2016"
"Sejuani Dawnchaser",750,sejuani,,"dawnchaser","November 17, 2016"
"Worldbreaker Hecarim",750,hecarim,,"worldbreaker","November 10, 2016"
"Worldbreaker Nasus",750,nasus,,"worldbreaker","November 10, 2016"
"Worldbreaker Trundle",750,trundle,,"worldbreaker","November 10, 2016"
"Worldbreaker Nautilus",750,nautilus,,"worldbreaker","November 10, 2016"
"Little Devil Teemo",1350,teemo,Special Events,"little-devil","October 20, 2016"
"Bewitching Tristana",1350,tristana,Special Events,"bewitching","October 20, 2016"
"Bewitching Morgana",975,morgana,Special Events,"bewitching","October 20, 2016"
"Victorious Maokai",,maokai,Special Events,"victorious","October 11, 2016"
"Star Guardian Janna",1350,janna,,"star-guardian","October 6, 2016"
"Star Guardian Jinx",1820,jinx,Legendary,"star-guardian","October 6, 2016"
"Star Guardian Lulu",1350,lulu,,"star-guardian","October 6, 2016"
"Star Guardian Poppy",1350,poppy,,"star-guardian","October 6, 2016"
"Candy King Ivern",1350,ivern,,"candy-king","October 5, 2016"
"Championship Zed",975,zed,Special Events,"championship","October 2, 2016"
"Championship Riven 2016",975,riven,Special Events,"championship-2016","September 26, 2016"
"Sashimi Akali",750,akali,,"sashimi","September 8, 2016"
"Baker Pantheon",975,pantheon,,"baker","September 8, 2016"
"Barbecue Leona",750,leona,,"barbecue","September 8, 2016"
"Butcher Olaf",750,olaf,,"butcher","September 8, 2016"
"Arcade Ahri",1350,ahri,,"arcade","August 25, 2016"
"Arcade Corki",1350,corki,,"arcade","August 25, 2016"
"Arcade Ezreal",1350,ezreal,,"arcade","August 25, 2016"
"SKT Alistar",975,alistar,Special Events,"skt","August 18, 2016"
"SKT Azir",975,azir,Special Events,"skt","August 18, 2016"
"SKT Elise",975,elise,Special Events,"skt","August 18, 2016"
"SKT Kalista",975,kalista,Special Events,"skt","August 18, 2016"
"SKT Renekton",975,renekton,Special Events,"skt","August 18, 2016"
"SKT Ryze",975,ryze,Special Events,"skt","August 18, 2016"
"Sir Kled",975,kled,,"sir","August 10, 2016"
"PROJECT: Ashe",1820,ashe,Legendary,"project","August 2, 2016"
"PROJECT: Ekko",1350,ekko,,"project","August 2, 2016"
"PROJECT: Katarina",1350,katarina,,"project","August 2, 2016"
"Pool Party Fiora",1350,fiora,,"pool-party","July 14, 2016"
"Pool Party Miss Fortune",1350,miss-fortune,,"pool-party","July 14, 2016"
"Pool Party Taric",1350,taric,,"pool-party","July 14, 2016"
"Soulstealer Vayne",,vayne,Hextech Crafting,"soulstealer","June 30, 2016"
"Deep Sea Nami",1350,nami,,"deep-sea","June 30, 2016"
"Dark Star Thresh",1820,thresh,Legendary,"dark-star","June 16, 2016"
"Dark Star Varus",1350,varus,,"dark-star","June 16, 2016"
"El León Gnar",750,gnar,,"el-le-n","June 2, 2016"
"El Macho Mundo",1350,dr-mundo,,"el-macho-mundo","June 2, 2016"
"El Rayo Volibear",750,volibear,,"el-rayo","June 2, 2016"
"Super Galaxy Fizz",1350,fizz,,"super-galaxy","May 26, 2016"
"Super Galaxy Kindred",1350,kindred,,"super-galaxy","May 26, 2016"
"Super Galaxy Shyvana",1350,shyvana,,"super-galaxy","May 26, 2016"
"Freljord Taliyah",1350,taliyah,,"freljord","May 18, 2016"
"Iron Inquisitor Kayle",750,kayle,,"iron-inquisitor","May 5, 2016"
"Cursed Revenant Nocturne",750,nocturne,,"cursed-revenant","May 5, 2016"
"Black Scourge Singed",750,singed,,"black-scourge","May 5, 2016"
"Infernal Diana",1350,diana,Special Events,"infernal","April 21, 2016"
"Mecha Zero Sion",1820,sion,Legendary,"mecha-zero","April 14, 2016"
"Program Soraka",1350,soraka,,"program","April 7, 2016"
"Program Lissandra",1350,lissandra,,"program","April 7, 2016"
"Draven Draven",500,draven,Special Events,"","April 1, 2016"
"Urf Kench",750,tahm-kench,Special Events,"urf-kench","April 1, 2016"
"Definitely Not Vel'Koz",750,velkoz,Special Events,"definitely-not","April 1, 2016"
"Meowkai",1350,maokai,Special Events,"meowkai","April 1, 2016"
"Ashen Lord Aurelion Sol",1350,aurelion-sol,,"ashen-lord","March 24, 2016"
"Death Blossom Kha'Zix",975,khazix,,"death-blossom","March 17, 2016"
"Hextech Annie",,annie,Hextech Crafting,"hextech","March 15, 2016"
"Elderwood Leblanc",1350,leblanc,,"elderwood-leblanc","March 10, 2016"
"Blood Moon Kennen",975,kennen,,"blood-moon","February 25, 2016"
"Blood Moon Yasuo",975,yasuo,,"blood-moon","February 25, 2016"
"Heartseeker Orianna",1350,orianna,,"heartseeker","February 11, 2016"
"Sweetheart Sona",975,sona,,"sweetheart","February 11, 2016"
"Beast Hunter Draven",750,draven,,"beast-hunter","February 4, 2016"
"Beast Hunter Sejuani",750,sejuani,,"beast-hunter","February 4, 2016"
"Beast Hunter Tryndamere",750,tryndamere,,"beast-hunter","February 4, 2016"
"High Noon Jhin",1350,jhin,,"high-noon","February 1, 2016"
"Lunar Wraith Caitlyn",1350,caitlyn,Special Events,"lunar-wraith","January 27, 2016"
"Lunar Wraith Morgana",975,morgana,Special Events,"lunar-wraith","January 27, 2016"
"Radiant Wukong",1350,wukong,Special Events,"radiant","January 27, 2016"
"Challenger Nidalee",975,nidalee,Special Events,"challenger","January 14, 2016"
"Snow Day Bard",1350,bard,Special Events,"snow-day","December 10, 2015"
"Snow Day Gnar",975,gnar,Special Events,"snow-day","December 10, 2015"
"Snow Day Syndra",1350,syndra,Special Events,"snow-day","December 10, 2015"
"Braum Lionheart",750,braum,,"lionheart","December 7, 2015"
"Gragas Caskbreaker",750,gragas,,"caskbreaker","December 7, 2015"
"Ryze Whitebeard",750,ryze,,"whitebeard","December 7, 2015"
"Varus Swiftbolt",750,varus,,"swiftbolt","December 7, 2015"
"Dragon Trainer Tristana",1820,tristana,Legendary,"dragon-trainer","December 3, 2015"
"Gravelord Azir",1350,azir,,"gravelord","December 1, 2015"
"Elderwood Hecarim",1350,hecarim,,"elderwood","November 25, 2015"
"Void Bringer Illaoi",1350,illaoi,,"void-bringer","November 24, 2015"
"Victorious Sivir",,sivir,Special Events,"victorious","November 11, 2015"
"Slayer Jinx",1350,jinx,,"slayer","November 5, 2015"
"Zombie Nunu & Willump",1350,nunu-amp-willump,,"zombie","November 5, 2015"
"Slayer Pantheon",975,pantheon,,"slayer","November 5, 2015"
"Spirit Fire Brand",1350,brand,,"spirit-fire","October 22, 2015"
"Demon Vi",1350,vi,,"demon","October 20, 2015"
"Cosmic Reaver Kassadin",1350,kassadin,,"cosmic-reaver","October 15, 2015"
"Shadowfire Kindred",1350,kindred,,"shadowfire","October 14, 2015"
"Ironside Malphite",975,malphite,,"ironside","October 8, 2015"
"Marauder Alistar",750,alistar,,"marauder","October 1, 2015"
"Marauder Olaf",750,olaf,,"marauder","October 1, 2015"
"Warden Jax",750,jax,,"warden","October 1, 2015"
"Warden Karma",750,karma,,"warden","October 1, 2015"
"Championship Kalista",975,kalista,Special Events,"championship","September 28, 2015"
"PROJECT: Fiora",1350,fiora,,"project","September 8, 2015"
"PROJECT: Leona",1350,leona,,"project","September 8, 2015"
"PROJECT: Lucian",1350,lucian,,"project","September 8, 2015"
"PROJECT: Yi",1820,master-yi,Legendary,"project-yi","September 8, 2015"
"PROJECT: Zed",1350,zed,,"project","September 8, 2015"
"Academy Ahri",750,ahri,,"academy","August 27, 2015"
"Academy Darius",750,darius,,"academy","August 27, 2015"
"Academy Ekko",750,ekko,,"academy","August 27, 2015"
"Academy Vladimir",750,vladimir,,"academy","August 27, 2015"
"Arcade Riven",1350,riven,,"arcade","August 20, 2015"
"Battle Boss Blitzcrank",1350,blitzcrank,,"battle-boss","August 20, 2015"
"Cottontail Fizz",975,fizz,,"cottontail","August 10, 2015"
"Captain Gangplank",975,gangplank,,"captain","August 10, 2015"
"Captain Fortune",975,miss-fortune,,"captain-fortune","July 29, 2015"
"Sea Hunter Aatrox",750,aatrox,,"sea-hunter","July 23, 2015"
"Rogue Admiral Garen",750,garen,,"rogue-admiral","July 23, 2015"
"Corsair Quinn",750,quinn,,"corsair","July 23, 2015"
"Cutthroat Graves",750,graves,,"cutthroat","July 22, 2015"
"Cutpurse Twisted Fate",750,twisted-fate,,"cutpurse","July 22, 2015"
"Gentleman Gnar",975,gnar,,"gentleman","July 13, 2015"
"Master Chef Tahm Kench",975,tahm-kench,,"master-chef","July 9, 2015"
"Pool Party Dr. Mundo",975,dr-mundo,,"pool-party","June 26, 2015"
"Pool Party Draven",975,draven,,"pool-party","June 26, 2015"
"Pool Party Lulu",1350,lulu,,"pool-party","June 26, 2015"
"Pool Party Rek'Sai",1350,reksai,,"pool-party","June 26, 2015"
"Pool Party Zac",1350,zac,,"pool-party","June 26, 2015"
"Prehistoric Anivia",750,anivia,,"prehistoric","June 15, 2015"
"Prehistoric Cho'Gath",750,chogath,,"prehistoric","June 15, 2015"
"Prehistoric Renekton",750,renekton,,"prehistoric","June 15, 2015"
"Nightmare Tryndamere",750,tryndamere,,"nightmare","June 8, 2015"
"Order of the Lotus Irelia",750,irelia,,"order-of-the-lotus","June 4, 2015"
"Knockout Lee Sin",1350,lee-sin,,"knockout","June 1, 2015"
"Sandstorm Ekko",975,ekko,,"sandstorm","May 28, 2015"
"Ace of Spades Ezreal",750,ezreal,,"ace-of-spades","May 21, 2015"
"King of Clubs Mordekaiser",750,mordekaiser,,"king-of-clubs","May 21, 2015"
"Wild Card Shaco",750,shaco,,"wild-card","May 21, 2015"
"Queen of Diamonds Syndra",750,syndra,,"queen-of-diamonds","May 21, 2015"
"Star Guardian Lux",1350,lux,,"star-guardian","May 18, 2015"
"SSW Rengar",750,rengar,Special Events,"ssw","May 14, 2015"
"SSW Singed",750,singed,Special Events,"ssw","May 14, 2015"
"SSW Talon",750,talon,Special Events,"ssw","May 14, 2015"
"SSW Thresh",975,thresh,Special Events,"ssw","May 14, 2015"
